,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,IN_TREINEIRO,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q025,Q026,Q027,Q028,Q046,Q047
3090,2302404,Boa Viagem,23,CE,17,F,0.0,3,1,2,0,2,0,1,1,1,1,488.7,495.8,555.3,433.7,1,1.0,660.0,B,B,5,B,B,A,Z,F,B,A
3091,3522406,Itapeva,35,SP,27,F,0.0,3,1,1,10,1,0,1,1,1,1,426.9,526.0,481.6,519.5,1,1.0,580.0,B,B,4,E,A,C,I,D,A,A
3092,4317301,Santa Vitória do Palmar,43,RS,46,F,0.0,5,1,1,10,1,0,1,1,1,1,469.9,586.1,558.9,402.8,0,1.0,520.0,A,B,3,E,A,C,F,B,A,C
3093,3530607,Mogi das Cruzes,35,SP,29,M,2.0,2,1,1,9,1,0,1,1,1,1,431.7,501.8,360.0,372.5,1,1.0,500.0,F,B,2,B,B,B,D,E,A,A
3094,2211001,Teresina,22,PI,25,F,0.0,3,1,1,5,1,0,1,1,1,1,424.9,527.1,453.2,434.5,1,1.0,440.0,B,B,3,B,A,C,F,D,A,A
3095,5201405,Aparecida de Goiânia,52,GO,17,F,0.0,1,1,3,0,1,1,1,1,1,1,450.2,493.3,492.5,467.5,1,1.0,360.0,D,E,3,B,A,A,Z,F,C,A
3096,2605103,Custódia,26,PE,17,M,0.0,3,1,3,0,1,1,1,1,1,1,381.4,504.4,452.6,369.0,1,1.0,360.0,B,D,5,B,A,A,Z,F,A,A
3097,2210979,Tanque do Piauí,22,PI,17,F,0.0,3,1,2,0,2,0,1,1,1,1,367.7,463.8,494.0,426.5,1,1.0,560.0,C,C,3,B,A,A,Z,F,B,A
3098,2304400,Fortaleza,23,CE,17,F,0.0,4,1,3,0,1,1,1,1,1,1,400.5,428.3,428.1,438.6,1,1.0,440.0,E,E,3,B,B,A,Z,F,C,A
3099,2305654,Ipaporanga,23,CE,22,M,0.0,3,1,2,0,2,0,1,1,1,1,519.2,492.9,561.2,461.1,1,1.0,380.0,H,H,4,B,A,A,Z,F,B,A
3100,2111300,São Luís,21,MA,17,M,0.0,1,1,2,0,3,0,1,1,1,1,570.1,601.0,583.6,465.6,0,1.0,760.0,E,E,9,H,B,A,Z,F,B,E
3101,3529401,Mauá,35,SP,18,F,0.0,1,1,1,1,1,0,1,1,1,1,534.6,592.5,595.4,565.3,0,1.0,680.0,E,E,4,D,B,A,Z,F,A,B
3102,3522406,Itapeva,35,SP,19,F,0.0,1,1,1,2,1,0,1,1,1,1,452.4,517.7,558.2,361.9,1,1.0,460.0,E,E,3,C,B,A,Z,F,A,A
3103,3547304,Santana de Parnaíba,35,SP,41,F,0.0,2,1,1,8,1,0,1,1,1,1,382.9,485.9,494.6,392.7,0,1.0,440.0,A,B,3,A,A,B,C,D,A,A
3104,2304707,Granja,23,CE,18,M,0.0,3,1,2,0,2,0,1,1,1,1,560.5,456.0,544.7,607.8,1,1.0,660.0,C,B,2,B,A,A,Z,F,B,A
3105,2602902,Cabo de Santo Agostinho,26,PE,15,M,0.0,3,1,3,0,1,1,1,1,1,1,488.7,573.6,558.3,584.4,0,1.0,520.0,D,E,6,E,B,A,Z,F,C,A
3106,5219407,Santa Rita do Araguaia,52,GO,20,F,0.0,3,1,1,2,1,0,1,1,1,1,479.2,514.3,541.4,494.7,1,1.0,620.0,B,E,1,B,A,A,Z,F,A,A
3107,2909901,Curaçá,29,BA,19,F,0.0,3,1,1,2,1,0,1,1,1,1,388.4,517.5,477.9,386.6,0,1.0,560.0,B,B,3,C,B,C,F,A,A,A
3108,5208707,Goiânia,52,GO,19,F,0.0,1,1,1,2,1,0,1,1,1,1,657.4,645.1,616.8,708.9,0,1.0,900.0,E,E,3,H,A,A,Z,F,A,D
3109,2304400,Fortaleza,23,CE,18,F,0.0,3,1,2,0,2,0,1,1,1,1,412.9,476.8,405.0,533.8,1,1.0,380.0,C,D,6,C,A,A,Z,F,B,A
3110,4323002,Viamão,43,RS,19,F,0.0,1,1,1,1,1,0,1,1,1,1,438.8,539.1,600.0,419.0,1,1.0,580.0,E,E,3,E,A,A,Z,F,A,A
3111,2704302,Maceió,27,AL,17,F,0.0,3,1,2,0,3,0,1,1,1,1,478.1,606.4,547.5,433.7,0,1.0,760.0,E,E,4,C,B,A,Z,F,B,D
3112,4125506,São José dos Pinhais,41,PR,17,F,0.0,1,1,2,0,2,0,1,1,1,1,568.8,710.0,620.0,563.3,0,1.0,680.0,G,F,4,I,B,A,Z,F,B,A
3113,2311405,Quixeramobim,23,CE,18,F,0.0,1,1,2,0,2,0,1,1,1,1,422.3,509.3,417.0,464.0,0,1.0,540.0,B,B,5,B,B,A,Z,F,B,A
3114,2928109,Santa Maria da Vitória,29,BA,15,M,0.0,1,1,3,0,1,1,1,1,1,1,436.5,581.2,473.8,600.2,1,1.0,620.0,B,E,5,B,A,A,Z,F,C,A
3115,2304400,Fortaleza,23,CE,27,F,1.0,2,1,1,10,1,0,1,1,1,1,521.3,602.5,519.5,434.5,0,1.0,460.0,E,E,3,E,B,C,L,D,A,D
3116,2412203,São José de Mipibu,24,RN,21,F,0.0,1,1,1,4,1,0,1,1,1,1,429.9,497.3,458.7,374.6,0,1.0,520.0,B,F,4,E,B,A,Z,F,A,A
3117,2205458,Joca Marques,22,PI,25,F,0.0,3,1,1,7,1,0,1,1,1,1,505.5,609.1,531.2,548.1,1,1.0,500.0,B,F,6,D,B,B,L,A,A,A
3118,5208707,Goiânia,52,GO,16,F,0.0,2,1,3,0,1,1,1,1,1,1,400.7,497.0,540.3,364.4,0,1.0,540.0,D,E,3,F,A,A,Z,F,A,A
3119,2300200,Acaraú,23,CE,17,F,0.0,3,1,2,0,2,0,1,1,1,1,466.9,522.6,555.1,380.2,0,1.0,520.0,B,B,3,B,A,A,Z,F,B,A
3120,3152501,Pouso Alegre,31,MG,15,F,0.0,1,1,3,0,1,1,1,1,1,1,454.0,531.6,497.5,601.8,0,1.0,660.0,F,E,2,G,B,A,Z,F,C,D
3121,1506302,Salvaterra,15,PA,24,F,0.0,2,1,1,2,1,0,1,1,1,1,516.1,583.6,563.4,408.5,1,1.0,580.0,B,C,5,C,A,C,A,E,A,A
3122,3507159,Bom Sucesso de Itararé,35,SP,17,F,0.0,1,1,2,0,2,0,1,1,1,1,414.8,503.4,510.6,464.2,0,1.0,480.0,B,E,8,D,A,A,Z,F,B,A
3123,3509403,Cajuru,35,SP,18,M,0.0,3,1,1,1,1,0,1,1,1,1,453.0,566.9,495.4,354.2,1,1.0,500.0,B,C,3,B,A,B,C,C,A,A
3124,3112307,Capelinha,31,MG,18,M,0.0,3,1,2,0,2,0,1,1,1,1,459.5,593.2,551.5,670.4,1,1.0,660.0,F,E,4,D,B,C,E,C,B,A
3125,5200050,Abadia de Goiás,52,GO,18,F,0.0,3,1,2,0,2,0,1,1,1,1,481.3,536.0,485.5,343.6,1,1.0,440.0,A,E,3,C,A,A,Z,F,B,A
3126,3119401,Coronel Fabriciano,31,MG,16,F,0.0,3,1,3,0,1,1,1,1,1,1,465.6,603.9,577.1,568.8,0,1.0,520.0,F,E,4,D,B,A,Z,F,C,A
3127,3106705,Betim,31,MG,21,M,0.0,2,1,1,1,1,0,1,1,1,1,468.2,540.1,506.6,365.0,0,1.0,240.0,C,F,4,H,B,C,E,E,A,A
3128,2304103,Crateús,23,CE,18,F,0.0,3,1,2,0,2,0,1,1,1,1,445.7,353.9,565.8,380.1,1,1.0,460.0,B,C,4,B,A,A,Z,F,B,A
3129,2905602,Camacan,29,BA,17,F,0.0,2,1,2,0,2,0,1,1,1,1,461.8,596.2,602.0,422.4,1,1.0,760.0,A,B,4,B,A,A,Z,F,B,A
3130,2702900,Girau do Ponciano,27,AL,21,F,0.0,3,1,1,1,1,0,1,1,1,1,415.8,473.8,430.9,383.7,0,1.0,460.0,A,B,9,B,A,A,Z,F,A,A
3131,5002704,Campo Grande,50,MS,21,F,0.0,3,1,1,3,1,0,1,1,1,1,395.4,432.1,511.3,414.3,0,1.0,380.0,E,C,5,F,B,C,F,E,A,A
3132,4215802,São Bento do Sul,42,SC,17,F,0.0,2,2,2,0,3,0,1,1,1,1,432.4,503.9,603.5,468.2,0,1.0,760.0,H,G,3,G,B,A,Z,F,B,D
3133,2200103,Agricolândia,22,PI,16,F,0.0,3,1,2,0,2,0,1,1,1,1,370.7,565.8,465.0,406.2,1,1.0,540.0,A,D,4,A,A,A,Z,F,B,A
3134,2301851,Banabuiú,23,CE,18,F,0.0,3,1,1,2,1,0,1,1,1,1,402.5,478.8,496.9,347.0,1,1.0,760.0,H,H,5,B,A,A,Z,F,A,A
3135,5208707,Goiânia,52,GO,18,M,0.0,3,1,1,1,1,0,1,1,1,1,414.1,560.1,537.6,473.9,0,1.0,600.0,F,F,3,I,B,A,Z,F,A,B
3136,4318804,São Lourenço do Sul,43,RS,19,M,0.0,1,1,1,2,1,0,1,1,1,1,385.9,526.5,417.4,339.6,1,1.0,480.0,E,F,3,E,B,A,Z,F,A,A
3137,2917706,Jaguarari,29,BA,17,F,0.0,3,1,3,0,1,1,1,1,1,1,510.2,547.3,538.9,449.5,0,1.0,520.0,E,E,4,B,B,A,Z,F,C,A
3138,1100023,Ariquemes,11,RO,17,F,0.0,3,1,2,0,2,0,1,1,1,1,504.9,550.5,532.0,457.0,1,1.0,540.0,E,C,4,C,A,A,Z,F,B,A
3139,5300108,Brasília,53,DF,17,M,0.0,3,1,2,0,2,0,1,1,1,1,485.0,538.1,475.8,496.9,1,1.0,560.0,B,D,5,I,B,A,Z,F,B,A
3140,4311403,Lajeado,43,RS,17,F,0.0,1,1,2,0,2,0,1,1,1,1,460.8,605.7,533.2,445.3,1,1.0,560.0,B,D,4,G,B,A,Z,F,B,A
3141,5208707,Goiânia,52,GO,19,M,0.0,1,1,1,1,1,0,1,1,1,1,579.5,606.9,563.8,557.2,1,1.0,700.0,E,F,3,D,A,C,F,E,A,C
3142,3108008,Bom Sucesso,31,MG,17,F,0.0,2,1,3,0,1,1,1,1,1,1,402.9,472.1,535.4,511.6,1,1.0,400.0,B,B,4,C,A,A,Z,F,C,A
3143,2802106,Estância,28,SE,20,F,-1.0,3,1,2,0,2,0,1,1,1,1,431.4,529.5,571.5,392.1,1,1.0,600.0,H,B,2,A,A,A,Z,F,B,C
3144,3550308,São Paulo,35,SP,24,M,0.0,1,1,1,6,1,0,1,1,1,1,604.5,603.8,601.4,710.0,0,1.0,440.0,G,F,1,A,B,B,B,D,A,D
3145,3302254,Itatiaia,33,RJ,18,F,0.0,1,1,1,1,1,0,1,1,1,1,418.7,575.9,564.7,393.6,0,1.0,320.0,E,D,2,C,B,B,D,B,A,A
3146,2303709,Caucaia,23,CE,19,F,0.0,3,1,1,2,1,0,1,1,1,1,406.4,458.9,500.9,508.1,0,1.0,580.0,E,E,4,D,B,A,Z,F,A,D
3147,2208007,Picos,22,PI,20,F,0.0,3,2,1,2,1,0,1,1,1,1,486.1,444.3,400.3,462.2,0,1.0,460.0,B,E,3,C,B,A,Z,F,A,A
3148,1501402,Belém,15,PA,19,M,0.0,4,1,2,0,2,0,1,1,1,1,480.0,510.5,545.5,479.8,1,1.0,400.0,C,D,4,C,A,A,Z,F,C,A
3149,3550308,São Paulo,35,SP,18,F,0.0,4,1,1,1,1,0,1,1,1,1,480.5,563.5,559.7,342.2,1,1.0,600.0,B,B,8,D,B,A,Z,F,A,A
3150,4304606,Canoas,43,RS,45,F,2.0,1,1,1,10,1,0,1,1,1,1,493.7,590.9,505.3,610.9,1,1.0,640.0,C,C,1,O,B,C,D,D,A,E
3151,2933208,Vera Cruz,29,BA,17,F,0.0,3,1,2,0,2,0,1,1,1,1,439.4,458.1,463.9,441.9,1,1.0,560.0,D,C,3,C,B,A,Z,F,B,A
3152,2103604,Coroatá,21,MA,21,M,0.0,3,2,1,3,1,0,1,1,1,1,415.0,471.7,388.0,370.7,0,1.0,240.0,E,E,3,E,A,A,Z,F,A,A
3153,4106902,Curitiba,41,PR,30,F,0.0,1,1,4,0,1,0,1,1,1,1,406.1,427.5,486.8,590.0,1,1.0,480.0,C,D,3,C,A,B,D,E,D,A
3154,4109401,Guarapuava,41,PR,19,F,0.0,1,1,1,1,1,0,1,1,1,1,514.3,535.2,481.4,627.3,1,1.0,740.0,D,D,2,C,B,A,Z,F,A,D
3155,2311504,Quixeré,23,CE,17,F,0.0,1,1,2,0,2,0,1,1,1,1,435.5,371.6,499.0,392.4,1,3.0,0.0,B,B,4,B,A,A,Z,F,B,A
3156,1302603,Manaus,13,AM,18,F,0.0,3,1,1,1,1,0,1,1,1,1,500.9,512.8,546.2,382.0,0,1.0,580.0,C,E,2,D,A,A,Z,F,A,A
3157,4202404,Blumenau,42,SC,17,F,0.0,1,1,2,0,2,0,1,1,1,1,431.6,513.4,551.5,587.3,0,1.0,600.0,B,E,4,I,B,C,B,B,B,A
3158,3550308,São Paulo,35,SP,23,F,0.0,3,1,2,0,2,0,1,1,1,1,435.1,485.9,498.5,415.2,1,1.0,580.0,H,D,4,C,A,B,F,E,B,A
3159,1502400,Castanhal,15,PA,17,F,0.0,3,1,2,0,3,0,1,1,1,1,396.4,590.8,540.6,429.5,0,1.0,480.0,F,C,5,F,B,A,Z,F,B,E
3160,5208707,Goiânia,52,GO,18,F,0.0,1,1,1,1,1,0,1,1,1,1,667.6,769.1,624.0,656.3,0,1.0,900.0,F,F,5,G,B,A,Z,F,A,D
3161,3550308,São Paulo,35,SP,20,F,0.0,1,1,1,3,1,0,1,1,1,1,495.8,542.5,499.4,556.2,1,1.0,540.0,E,D,3,C,B,B,E,C,A,A
3162,2102101,Brejo,21,MA,18,F,0.0,3,1,2,0,2,0,1,1,1,1,421.9,481.7,380.3,358.1,0,1.0,320.0,B,C,6,B,A,A,Z,F,B,A
3163,2304400,Fortaleza,23,CE,17,F,0.0,1,1,3,0,1,1,1,1,1,1,416.6,539.5,546.1,424.8,1,1.0,660.0,H,E,2,B,B,A,Z,F,C,A
3164,2305902,Ipueiras,23,CE,16,F,0.0,3,1,3,0,1,1,1,1,1,1,540.1,571.9,586.3,445.1,1,1.0,640.0,D,C,5,B,B,A,Z,F,C,A
3165,5300108,Brasília,53,DF,20,M,0.0,5,1,3,0,1,0,1,1,1,1,440.9,496.3,526.8,522.5,1,1.0,540.0,H,D,5,D,B,C,F,D,D,A
3166,3304557,Rio de Janeiro,33,RJ,24,F,0.0,1,1,1,7,1,0,1,1,1,1,574.1,624.6,644.5,663.5,0,1.0,940.0,F,F,2,E,B,B,H,C,A,D
3167,3131703,Itabira,31,MG,27,M,0.0,1,1,1,9,1,0,1,1,1,1,695.5,694.0,637.0,843.0,0,1.0,840.0,E,C,3,H,B,A,Z,F,A,E
3168,2902708,Barra,29,BA,23,F,1.0,3,1,1,3,1,0,1,1,1,1,374.8,501.6,470.7,364.0,1,1.0,580.0,A,D,7,C,A,C,F,A,A,A
3169,3115102,Cássia,31,MG,19,M,0.0,0,2,2,0,2,0,1,1,1,1,448.6,433.4,481.6,404.2,1,6.0,0.0,B,B,4,C,B,A,Z,F,B,A
3170,4109807,Ibiporã,41,PR,22,M,1.0,1,1,3,0,1,0,1,1,1,1,391.1,506.1,489.0,413.6,1,1.0,500.0,B,D,2,D,A,B,D,D,B,A
3171,3513009,Cotia,35,SP,25,M,0.0,1,1,1,7,1,0,1,1,1,1,460.4,500.4,525.9,535.2,0,1.0,300.0,A,C,3,H,B,C,D,D,A,A
3172,2307650,Maracanaú,23,CE,17,M,0.0,3,1,2,0,2,0,1,1,1,1,597.9,661.2,597.9,716.3,1,1.0,840.0,F,F,4,E,B,A,Z,F,B,A
3173,3305109,São João de Meriti,33,RJ,26,F,0.0,2,1,1,9,1,0,1,1,1,1,476.3,575.3,538.6,598.2,1,1.0,840.0,D,D,5,C,B,B,D,E,A,A
3174,2211100,União,22,PI,19,F,0.0,3,1,2,0,2,0,1,1,1,1,435.1,388.6,405.4,400.7,1,1.0,360.0,B,B,5,B,A,A,Z,F,B,A
3175,2106102,Loreto,21,MA,18,F,0.0,3,2,1,1,1,0,1,1,1,1,412.7,468.0,493.2,475.3,1,1.0,540.0,D,D,5,B,A,A,Z,F,A,A
3176,4313409,Novo Hamburgo,43,RS,17,F,0.0,1,1,2,0,2,0,1,1,1,1,465.1,467.6,441.4,436.7,1,1.0,480.0,B,B,4,C,A,B,D,B,B,A
3177,4208203,Itajaí,42,SC,19,F,0.0,1,2,1,2,1,0,1,1,1,1,472.6,549.4,528.8,477.5,1,1.0,640.0,B,B,3,E,B,C,C,C,A,A
3178,3550308,São Paulo,35,SP,18,F,0.0,3,1,2,0,2,0,1,1,1,1,424.3,614.6,603.1,487.9,1,1.0,520.0,H,D,4,B,B,A,Z,F,B,B
3179,2611200,Poção,26,PE,19,F,0.0,3,1,2,0,2,0,1,1,1,1,442.2,519.9,481.2,417.5,1,1.0,380.0,C,A,5,B,A,A,Z,F,B,A
3180,2101202,Bacabal,21,MA,18,M,0.0,3,1,1,1,1,0,1,1,1,1,385.1,574.5,498.0,480.1,1,1.0,360.0,A,B,5,B,A,A,Z,F,A,A
3181,2507507,João Pessoa,25,PB,16,M,0.0,2,1,3,0,1,1,1,1,1,1,493.6,601.0,597.8,650.1,1,1.0,500.0,F,F,3,H,B,A,Z,F,C,D
3182,2304103,Crateús,23,CE,19,M,0.0,3,1,1,3,1,0,1,1,1,1,430.6,550.2,387.9,401.7,1,1.0,440.0,H,D,2,B,B,B,E,B,A,A
3183,4306734,Doutor Maurício Cardoso,43,RS,16,F,0.0,1,1,3,0,1,1,1,1,1,1,602.5,588.0,595.6,483.8,0,1.0,660.0,C,E,5,C,B,A,Z,F,C,A
3184,2611903,Rio Formoso,26,PE,19,F,0.0,2,1,1,1,1,0,1,1,1,1,404.4,438.4,505.1,524.2,1,1.0,300.0,B,B,5,B,A,A,Z,F,A,A
3185,3551009,São Vicente,35,SP,22,M,0.0,1,1,1,4,1,0,1,1,1,1,541.1,627.0,583.3,603.6,0,1.0,780.0,D,D,3,B,B,B,B,D,A,A
3186,3550308,São Paulo,35,SP,20,F,0.0,3,1,1,2,1,0,1,1,1,1,396.0,529.6,462.7,367.4,0,1.0,480.0,B,B,4,C,A,B,F,D,A,A
3187,3548500,Santos,35,SP,17,F,0.0,1,1,2,0,3,0,1,1,1,1,508.4,595.0,614.6,559.9,0,1.0,540.0,E,G,4,K,B,A,Z,F,B,E
3188,2313302,Tauá,23,CE,17,F,0.0,3,1,2,0,2,0,1,1,1,1,453.1,475.7,546.6,334.3,1,1.0,680.0,B,C,4,B,B,A,Z,F,B,A
3189,3552205,Sorocaba,35,SP,18,F,0.0,1,1,1,1,1,0,1,1,1,1,574.4,592.0,609.9,611.5,0,1.0,640.0,E,F,8,F,B,A,Z,F,A,D
3190,1501402,Belém,15,PA,20,F,0.0,3,1,1,3,1,0,1,1,1,1,568.1,506.3,543.4,537.2,1,1.0,760.0,F,E,5,K,A,A,Z,F,A,A
3191,2409100,Passa e Fica,24,RN,19,F,0.0,3,1,2,0,2,0,1,1,1,1,438.0,476.6,483.1,340.9,1,1.0,640.0,A,B,3,B,A,A,Z,F,B,A
3192,3136207,João Monlevade,31,MG,18,F,0.0,1,1,2,0,2,0,1,1,1,1,523.5,578.3,539.1,580.7,1,1.0,580.0,E,C,5,C,A,A,Z,F,B,A
3193,2804706,Nossa Senhora de Lourdes,28,SE,17,F,0.0,3,1,2,0,2,0,1,1,1,1,402.1,559.8,560.9,454.7,1,1.0,540.0,B,D,5,B,A,A,Z,F,B,A
3194,3549904,São José dos Campos,35,SP,17,F,0.0,4,1,2,0,2,0,1,1,1,1,429.4,537.9,563.6,473.5,0,1.0,480.0,D,F,4,C,B,A,Z,F,B,A
3195,2111300,São Luís,21,MA,23,F,0.0,3,2,1,5,1,0,1,1,1,1,439.3,539.0,430.6,410.4,1,1.0,660.0,E,E,3,C,A,A,Z,F,A,B
3196,1302603,Manaus,13,AM,23,M,0.0,3,1,1,2,1,0,1,1,1,1,582.5,620.5,532.2,630.4,1,1.0,660.0,B,B,2,B,A,A,Z,F,A,A
3197,3300456,Belford Roxo,33,RJ,22,M,-1.0,2,1,2,0,2,0,1,1,1,1,507.6,418.1,368.0,368.8,1,1.0,360.0,B,B,3,B,A,B,G,E,B,A
3198,2304400,Fortaleza,23,CE,35,M,0.0,1,1,1,10,1,0,1,1,1,1,526.4,613.9,550.9,451.4,0,1.0,640.0,E,E,2,E,A,B,H,D,A,C
3199,4315602,Rio Grande,43,RS,23,F,0.0,1,1,1,6,1,0,1,1,1,1,531.4,554.6,570.4,663.1,1,1.0,600.0,C,B,1,D,B,C,A,E,A,A
3200,2312700,Senador Pompeu,23,CE,16,M,0.0,3,1,3,0,1,1,1,1,1,1,468.5,417.6,403.9,493.4,1,1.0,340.0,H,H,4,B,B,A,Z,F,C,A
3201,2304400,Fortaleza,23,CE,19,M,0.0,3,1,1,1,1,0,1,1,1,1,519.7,540.7,449.4,600.0,1,1.0,740.0,H,B,7,C,B,B,E,B,A,A
3202,2503506,Cacimba de Dentro,25,PB,20,M,0.0,3,1,1,3,1,0,1,1,1,1,484.6,620.6,600.6,551.2,0,1.0,580.0,B,B,4,B,B,A,Z,F,A,A
3203,2304400,Fortaleza,23,CE,18,F,0.0,2,1,2,0,2,0,1,1,1,1,469.0,556.7,542.9,406.7,1,1.0,560.0,H,H,3,B,B,A,Z,F,B,A
3204,5205109,Catalão,52,GO,18,F,0.0,1,1,2,0,2,0,1,1,1,1,417.2,501.4,527.8,350.0,0,1.0,520.0,D,E,3,C,A,A,Z,F,B,A
3205,3152501,Pouso Alegre,31,MG,48,F,1.0,1,1,1,10,1,0,1,1,1,1,469.9,563.2,508.6,561.2,1,1.0,380.0,B,B,4,E,B,B,M,D,A,A
3206,2511301,Piancó,25,PB,19,F,0.0,1,1,1,1,1,0,1,1,1,1,430.2,374.5,360.8,418.4,1,1.0,340.0,A,A,4,B,A,C,F,D,A,A
3207,2313401,Tianguá,23,CE,16,F,0.0,3,1,3,0,1,1,1,1,1,1,493.1,602.6,621.8,428.3,0,1.0,800.0,C,C,5,C,B,A,Z,F,C,A
3208,3109253,Bugre,31,MG,25,F,1.0,3,1,1,8,1,0,1,1,1,1,471.5,452.8,479.9,414.2,1,1.0,460.0,C,E,3,B,A,C,I,D,A,A
3209,2927408,Salvador,29,BA,17,F,0.0,1,1,3,0,1,1,1,1,1,1,407.6,577.8,515.4,513.6,1,1.0,560.0,E,G,3,F,B,A,Z,F,C,E
3210,5222005,Vianópolis,52,GO,27,M,0.0,2,1,1,8,1,0,1,1,1,1,395.0,483.6,428.1,496.8,1,1.0,400.0,E,D,4,B,B,B,F,A,A,A
3211,3201308,Cariacica,32,ES,27,M,0.0,3,1,1,8,1,0,1,1,1,1,506.6,550.4,553.4,538.9,0,1.0,420.0,E,B,1,B,B,C,F,E,A,D
3212,5108956,Nova Monte Verde,51,MT,21,M,0.0,3,1,1,4,1,0,1,1,1,1,414.0,546.2,548.7,459.1,1,1.0,500.0,E,E,2,B,B,C,B,A,A,A
3213,2305902,Ipueiras,23,CE,17,M,0.0,3,1,3,0,1,1,1,1,1,1,390.5,494.4,462.9,384.3,1,1.0,520.0,C,C,5,B,B,A,Z,F,C,A
3214,3304557,Rio de Janeiro,33,RJ,20,F,0.0,1,1,1,2,1,0,1,1,1,1,620.4,749.8,663.3,700.1,0,1.0,920.0,E,G,3,P,B,B,F,B,A,D
3215,2604007,Carpina,26,PE,22,F,0.0,3,1,1,5,1,0,1,1,1,1,497.7,595.8,545.6,445.3,0,1.0,420.0,C,G,4,H,B,A,Z,F,A,A
3216,4321501,Torres,43,RS,22,M,0.0,3,1,2,0,2,0,1,1,1,1,522.2,496.2,522.4,419.9,0,1.0,640.0,B,B,5,C,B,B,E,C,B,A
3217,2512101,Pombal,25,PB,26,M,0.0,3,1,1,8,1,0,1,1,1,1,405.4,450.3,388.5,524.1,1,1.0,540.0,C,D,4,C,A,A,Z,F,A,A
3218,2300754,Amontada,23,CE,16,F,0.0,3,1,3,0,1,1,1,1,1,1,646.6,642.2,629.5,716.5,1,1.0,600.0,E,D,4,C,A,A,Z,F,C,A
3219,2607901,Jaboatão dos Guararapes,26,PE,16,F,0.0,5,1,2,0,2,0,1,1,1,1,498.5,496.6,499.5,372.9,1,1.0,320.0,D,E,4,B,B,A,Z,F,B,A
3220,3506508,Birigui,35,SP,18,F,0.0,1,1,2,0,2,0,1,1,1,1,449.8,569.7,502.3,592.7,0,1.0,460.0,A,C,4,F,B,C,B,C,B,A
3221,5300108,Brasília,53,DF,18,F,0.0,1,1,2,0,2,0,1,1,1,1,437.9,436.7,437.5,466.4,1,1.0,520.0,E,D,4,C,B,A,Z,F,B,A
3222,2302602,Camocim,23,CE,16,F,0.0,2,1,3,0,1,1,1,1,1,1,542.4,503.1,488.1,521.8,1,1.0,560.0,B,A,7,B,A,A,Z,F,C,A
3223,2211001,Teresina,22,PI,53,F,1.0,2,1,1,10,1,0,1,1,1,1,461.0,532.6,472.0,420.7,1,6.0,0.0,A,B,3,B,A,B,F,D,A,A
3224,2922201,Muniz Ferreira,29,BA,19,F,0.0,3,1,2,0,2,0,1,1,1,1,384.9,484.8,433.8,351.4,1,6.0,0.0,B,C,8,B,A,A,Z,F,B,A
3225,1400100,Boa Vista,14,RR,35,F,0.0,3,1,1,8,1,0,1,1,1,1,427.7,498.4,401.3,484.8,1,1.0,400.0,A,A,5,B,A,C,D,B,A,A
3226,2907509,Catu,29,BA,16,M,0.0,3,1,3,0,1,1,1,1,1,1,434.5,492.0,545.4,623.9,0,1.0,520.0,E,F,3,D,B,A,Z,F,C,A
3227,3103504,Araguari,31,MG,17,F,0.0,1,1,2,0,2,0,1,1,1,1,468.2,508.9,450.5,405.6,1,1.0,520.0,D,D,3,D,A,A,Z,F,B,A
3228,2927408,Salvador,29,BA,21,F,0.0,3,1,1,1,1,0,1,1,1,1,431.5,470.0,444.7,421.6,0,1.0,440.0,C,E,2,A,A,B,D,B,A,A
3229,3113404,Caratinga,31,MG,18,M,0.0,2,1,2,0,2,0,1,1,1,1,391.2,528.9,474.5,423.0,1,1.0,540.0,C,C,4,B,A,A,Z,F,B,A
3230,3550308,São Paulo,35,SP,17,F,0.0,1,1,2,0,2,0,1,1,1,1,434.8,576.0,507.4,462.4,1,1.0,520.0,D,E,5,F,B,B,D,A,B,A
3231,3303302,Niterói,33,RJ,19,M,0.0,3,1,2,0,2,0,1,1,1,1,629.9,635.0,616.0,476.4,0,1.0,580.0,H,D,3,A,A,B,D,C,B,B
3232,2300200,Acaraú,23,CE,18,M,0.0,3,1,2,0,2,0,1,1,1,1,447.8,489.3,434.5,457.4,0,1.0,420.0,D,C,5,B,B,A,Z,F,B,A
3233,1302603,Manaus,13,AM,23,M,1.0,2,1,1,1,1,0,1,1,1,1,434.1,583.6,489.1,500.9,0,1.0,540.0,B,B,3,B,A,B,D,B,A,B
3234,2927408,Salvador,29,BA,34,F,0.0,3,1,1,10,1,0,1,1,1,1,613.6,543.5,602.0,547.6,0,1.0,560.0,E,F,2,C,B,C,K,E,A,D
